"leaf.type","tree","geno","shoot","leaf","leaves","pb.upper","pb.lower","pb.hole","pb.woody","pb.woody.pred","pb.abort","pb.pred","chew.edge","chew.holes","scrape","fish.eye","tip.miner","edge.miner","mid.miner","fungal","chomp","pinch","thrips","edge.fold","tier","mite"
"live","np2.10",996,8,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.10",996,8,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.10",996,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.10",996,9,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.10",996,9,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.10",996,9,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.10",996,9,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.10",996,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.10",996,10,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np2.10",996,10,3,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np2.10",996,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np2.10",996,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,1,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,1,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np7.39",11,1,3,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np7.39",11,1,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,2,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np7.39",11,2,2,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np7.39",11,2,3,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np7.39",11,2,4,50,,,,,1,,,,,1,,,,1,1,,,,,,
"live","np7.39",11,2,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np7.39",11,3,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np7.39",11,3,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,3,4,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,4,1,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,4,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,4,3,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,4,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,4,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,5,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,5,2,50,,,,,,1,,,,,,,,,,,,,,,
"live","np7.39",11,5,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,5,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,5,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,6,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np7.39",11,6,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np7.39",11,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,6,4,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np7.39",11,6,5,50,,,,,,,1,,,,,,,1,1,,,,,,
"live","np7.39",11,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,7,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np7.39",11,7,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np7.39",11,7,4,50,,,,,,1,,,,,,,,,,,,,,,
"live","np7.39",11,7,5,50,,,1,,,,,,,,,,,,,,,,,,
"live","np7.39",11,8,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,8,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,8,3,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np7.39",11,8,4,50,1,,1,,,,,,1,,,,,,1,,,,,,
"live","np7.39",11,8,5,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np7.39",11,9,1,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np7.39",11,9,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np7.39",11,9,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np7.39",11,9,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,9,5,50,,,,,,,1,1,,,,,,,1,,,,,,
"live","np7.39",11,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,10,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np7.39",11,10,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np7.39",11,10,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np7.39",11,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,1,1,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,1,2,50,,,,,,,,1,,,,,,,,,,,,,
"live ","np4.08",1023,1,3,50,,,,,,,,,,,,,,,,1,,,,,
"live ","np4.08",1023,1,4,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,2,2,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,2,3,50,,,,,,,,,,,,,,,,1,,,,,
"live ","np4.08",1023,2,4,50,,,,,,,1,,,,,,,,,,,,,,
"live ","np4.08",1023,2,5,50,,,,,,1,,,,,,,,,1,,,,,,
"live ","np4.08",1023,3,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live ","np4.08",1023,3,2,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,3,3,50,,,,,,,,,,,,,,,,1,,,,,
"live ","np4.08",1023,3,4,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,4,1,50,,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,4,2,50,,,,,,,,1,,,,,,,,,,,,,
"live ","np4.08",1023,4,3,50,,,,,,,,1,,,,,,,,,,,,,
"live ","np4.08",1023,4,4,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,4,5,50,,,,,,,,1,,,,,,,,,,,,,
"live ","np4.08",1023,5,1,50,,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,5,2,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,5,3,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,5,4,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,5,5,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,6,1,50,,,,,,1,,,,,,,,,,,1,,,,
"live ","np4.08",1023,6,2,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,6,3,50,,,,,,,,,,,,,,,,,1,,,,
"live ","np4.08",1023,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,6,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,7,1,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,7,2,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,7,3,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,7,4,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,7,5,50,,,,,,,1,,,,,,,,1,,,,,,
"live ","np4.08",1023,8,1,50,,,,,,,,,,1,,,,,,,,,,,
"live ","np4.08",1023,8,2,50,,,,,,,,1,,,,,,,,,,,,,
"live ","np4.08",1023,8,3,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,8,4,50,,,,1,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,8,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live ","np4.08",1023,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live ","np4.08",1023,9,3,50,,,,,,,,1,,,,,,,,,,,,,
"live ","np4.08",1023,9,4,50,,,,,,,1,,,,,,,,,,,,,,
"live ","np4.08",1023,9,5,50,,,,,,,,,,1,,,,,,,,,,,
"live ","np4.08",1023,10,1,50,,,,,,,,,,1,,,,,,,,,,,
"live ","np4.08",1023,10,2,50,,,,,,,,,,1,,,,,,,,,,,
"live ","np4.08",1023,10,3,50,,,,,,,,,,1,,,,,,,,,,,
"live ","np4.08",1023,10,4,50,,,,,,,1,,,1,,,,,,,,,,,
"live ","np4.08",1023,10,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.13",1008,1,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,1,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,1,3,50,,,,,,,,,,1,,,,,1,1,,,,,
"live","np4.13",1008,1,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,1,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,2,1,50,,,,,,,,,,1,,,,,1,,,1,,,
"live","np4.13",1008,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,2,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.13",1008,2,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,2,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,3,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,3,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,3,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,3,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np4.13",1008,4,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.13",1008,4,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.13",1008,4,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,4,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,4,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.13",1008,5,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.13",1008,5,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,5,3,50,,,,,,,,1,1,1,,,,,1,,,,,,
"live","np4.13",1008,5,4,50,,,,,,,,,,,,,1,,1,,,,,,
"live","np4.13",1008,5,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,6,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,6,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,7,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,7,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,7,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,7,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np4.13",1008,7,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,8,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,8,2,50,,,,,,,,,,1,,,,,1,1,,,,,
"live","np4.13",1008,8,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np4.13",1008,8,4,50,,,,,,,,,,1,,,,,,1,,,,,
"live","np4.13",1008,8,5,50,,,,,,,,,,1,,,,,,1,,,,,
"live","np4.13",1008,9,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.13",1008,9,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,9,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,9,4,50,,,,,,,,,1,,,,,,,,,,,,
"live","np4.13",1008,9,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.13",1008,10,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,10,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np4.13",1008,10,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np4.13",1008,10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np4.13",1008,10,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,1,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,1,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np13.10",1017,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,2,2,50,,,,,,,,,,1,,,,,,,,,,,
"live","np13.10",1017,2,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np13.10",1017,2,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,3,1,50,,,,,,,,,1,,,,,,,,,,,,
"live","np13.10",1017,3,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np13.10",1017,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,3,4,50,,,,,,,,,,,,,,,,1,,,,,
"live","np13.10",1017,3,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,4,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,4,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,4,3,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,4,4,50,,,,,,,,,,1,,,,,,,,,,,
"live","np13.10",1017,4,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,5,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np13.10",1017,5,2,50,,,,,,,,1,,,,,,,,,,,,,
"live","np13.10",1017,5,3,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,5,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,5,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,6,1,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np13.10",1017,6,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np13.10",1017,6,3,50,,,,,,,,,,,,,,,,1,,,,,
"live","np13.10",1017,6,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,6,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,7,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,7,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np13.10",1017,7,3,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np13.10",1017,7,4,50,,,,,,,,,,,,,,,,,1,,,,
"live","np13.10",1017,7,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,8,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,8,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,8,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np13.10",1017,8,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,8,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,9,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np13.10",1017,9,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,9,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,9,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,9,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,10,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np13.10",1017,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np13.10",1017,10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,1,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,1,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,1,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,2,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np12.07",1017,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,2,3,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np12.07",1017,2,4,50,,,,,,,,,1,,,,,,,,,,,,
"live","np12.07",1017,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,3,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,3,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,3,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np12.07",1017,3,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np12.07",1017,4,1,50,,,,,,,,1,,,,,,,,,,,,,
"live","np12.07",1017,4,2,50,,,,,,,,1,1,,,,,,,,,,,,
"live","np12.07",1017,4,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np12.07",1017,4,4,50,,,,,,,,1,,1,,,,,,,,,,,
"live","np12.07",1017,4,5,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np12.07",1017,5,1,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,5,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,5,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,5,4,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np12.07",1017,5,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,6,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,6,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,6,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,6,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np12.07",1017,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,7,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,7,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,7,4,50,,,,,,,,1,,,,,,,,,,,,,
"live","np12.07",1017,7,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,8,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np12.07",1017,8,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,8,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,8,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,8,5,50,,,,,,,,,,,,,1,,,,,,,,
"live","np12.07",1017,9,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np12.07",1017,9,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,9,3,50,,,,,,,,,,,,,1,,,,,,,,
"live","np12.07",1017,9,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np12.07",1017,9,5,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np12.07",1017,10,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,10,2,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np12.07",1017,10,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np12.07",1017,10,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np12.07",1017,10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,1,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,1,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,1,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,1,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,1,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,2,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,2,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,2,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,3,1,50,,,,,,,,,,1,,,,,,,,,,,
"live","np3.36",1000,3,2,50,,,,,,,,,,,,,,,,1,,,,,
"live","np3.36",1000,3,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,3,4,50,,,,,,,,,1,,,,,,1,,,,,,
"live","np3.36",1000,3,5,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np3.36",1000,4,1,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np3.36",1000,4,2,50,,,,,,,,,,1,,,,,1,1,,,,,
"live","np3.36",1000,4,3,50,,,,,,,,1,,,,,,,,,,,,,
"live","np3.36",1000,4,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np3.36",1000,4,5,50,,,,,,,,1,,1,,,,,1,1,,,,,
"live","np3.36",1000,5,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,5,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,5,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,5,4,50,,,,,,,,,,,,,,1,,1,,,,,
"live","np3.36",1000,5,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,6,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,6,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,6,3,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np3.36",1000,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,7,1,50,,,,,,,,,,,,,,,,1,,,,,
"live","np3.36",1000,7,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,7,3,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,7,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,7,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,8,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,8,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,8,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,8,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,8,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,9,1,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np3.36",1000,9,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np3.36",1000,9,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,9,4,50,,,,,,,,,1,,,,,,,,,,,,
"live","np3.36",1000,9,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np3.36",1000,10,1,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,10,2,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,10,3,50,,,,,,,,,,1,,,,,,,,,,,
"live","np3.36",1000,10,4,50,,,,,,,,,,,,,,,,,,,,,
"live","np3.36",1000,10,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.29",11,1,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,1,2,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.29",11,1,3,50,,,,,,,,,,,,1,,1,1,,,,,,
"live","np5.29",11,1,4,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np5.29",11,1,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,2,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,2,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,2,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,2,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.29",11,2,5,50,,,,,,,,,,,,,,,,,,,,,
"live","np5.29",11,3,1,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np5.29",11,3,2,50,,,,,,,,1,1,,,,,,1,,,,,,
"live","np5.29",11,3,3,50,,,,,,,,1,,1,,,,,1,,,,,,
"live","np5.29",11,3,4,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.29",11,3,5,50,,,,,,,,1,,,,,,,,,,,,,
"live","np5.29",11,4,1,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np5.29",11,4,2,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np5.29",11,4,3,50,,,,,,,,,,,,,,1,1,,,,,,
"live","np5.29",11,4,4,50,3,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,4,5,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np5.29",11,5,1,50,,,,1,,,,,,,,,,,1,,,,,,
"live","np5.29",11,5,2,50,1,,,,,,1,,,,,,,,1,,,,,,
"live","np5.29",11,5,3,50,,,1,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,5,4,50,,,,,,,1,,,,,,,,1,1,,,,,
"live","np5.29",11,5,5,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,6,1,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np5.29",11,6,2,50,,,,,,1,,,,,,,,,1,,,,,,
"live","np5.29",11,6,3,50,,,,,,,,,,1,,,,,1,,,,,,
"live","np5.29",11,6,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,6,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,7,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,7,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,7,3,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,7,4,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,7,5,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,8,1,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,8,2,50,,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,8,3,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,8,4,50,,,,,,,,,,,,,,,1,,,,1,,
"live","np5.29",11,8,5,50,,,,,,,,1,,,,,,,1,,,,,,
"live","np5.29",11,9,1,50,1,,,,,,,,,,,,,,1,,,,,,
"live","np5.29",11,9,2,50,,,,,,,,,,,,,,,1,1,,,,,
"live","np5.29",11,9,3,50,,,,,,,,,,1,,,,,1,,,,,,
